DATE,DPT,WBT,DBT,Normal_Temp,SLP,MSLP,RH,DD,FFF,RF
29-11-13,14.85,19.1,25.5,33.4,1010,1011.65,52,18.5,9,0
30-11-13,21.3,23.5,28,33.4,1010.25,1011.85,67,18,4,0
01-12-13,20.75,23.5,29,31.9,1010.7,1012.4,62,16,3,0
02-12-13,23.5,25,28.3,31.9,1010.15,1011.75,75.5,16,6,0
03-12-13,19.75,22.5,27.6,31.9,1009.15,1010.8,64,18,6,0
04-12-13,21.3,23.7,28.6,31.9,1009.8,1011.45,65,18,3,0
05-12-13,20.4,23,28.2,31.9,1009.7,1011.35,64,29.5,7,0
06-12-13,20,22.5,27.3,31.9,1009.1,1010.7,64.5,16,4,0
07-12-13,16.25,20,26,31.9,1009.35,1011,56,16,6,0
08-12-13,14.6,18.6,24.5,31.9,1009,1010.65,56,16,3,0
09-12-13,14.9,18.9,24.7,31.9,1008,1009.6,56.5,17,4,0
10-12-13,14.9,19.1,25.5,31.9,1007.65,1009.3,54.5,16,4,0
11-12-13,14.05,18.5,25.1,31.9,1009.4,1011.05,51,16,6,0
12-12-13,12.65,18.3,26.2,31.9,1009.75,1011.4,43,22.5,7,0
13-12-13,11.35,17.4,25.2,31.9,1010.7,1012.35,42,18,9,0
14-12-13,13.35,18.2,25.2,31.9,1010.45,1012.1,48,20.5,6,0
15-12-13,14.55,19,25.8,31.9,1011,1012.65,51,16,4,0
16-12-13,12.35,17.7,25.1,31.9,1011.6,1013.25,45,16,6,0
17-12-13,14,18.2,24.4,31.9,1010.1,1011.75,54,16,3,0
18-12-13,15.1,18.1,22.7,31.9,1009.85,1011.5,64.5,16,6,0
19-12-13,16.25,19.1,23.7,31.9,1010.3,1011.9,64.5,16,6,0
20-12-13,18.6,20.4,23.6,31.9,1011.25,1012.9,75,16,5,0
21-12-13,14.75,18.2,23.3,31.9,1010.9,1012.55,61,16,4,0
22-12-13,11.8,16.3,22.3,31.9,1011.6,1013.25,52.5,16,5,0
23-12-13,16.3,19.6,24.9,31.9,1012.15,1013.8,59,16,4,0
24-12-13,17.05,20.4,26,31.9,1013.3,1014.95,57.5,16,5,0
25-12-13,18.6,20.8,24.7,31.9,1013.6,1015.25,70,16,4,0
26-12-13,18.85,20.9,24.6,31.9,1012.1,1013.75,71.5,16,6,0
27-12-13,17.7,20.2,24.4,31.9,1011.8,1013.45,67,16,4,0
28-12-13,14.65,17.9,22.7,31.9,1011.85,1013.55,61,18,6,0
29-12-13,16,18.5,22.4,31.9,1011.2,1012.85,67.5,18,6,0
30-12-13,17.4,19.7,23.5,31.9,1011.45,1013.1,70,18,4,0
31-12-13,15.75,18.8,23.4,31.9,1012.2,1013.85,64,16,6,0
01-01-14,16.525,19.55,24.45,30.4,1011.9375,1013.5625,63.125,14.75,4.25,0
02-01-14,17.525,20.45,25.375,30.4,1012.475,1014.125,64.125,9.375,3.75,0
03-01-14,17.8375,20.725,25.575,30.4,1012.7,1014.35,65.625,12.5,4.25,0
04-01-14,18.2875,20.675,24.725,30.4,1011.575,1013.2,69.375,11.875,4.75,0
05-01-14,14.025,17.9,23.35,30.4,1010.5375,1012.175,58.375,17.625,6,0
06-01-14,11.575,16.2,22.1,30.4,1010.7,1012.3625,55.25,20.875,6.25,0
07-01-14,15.425,18.9,24.3,30.4,1009.9875,1011.6125,60,8.375,3.5,0
08-01-14,17.825,20.85,25.85,30.4,1010.9625,1012.6125,65,15.875,7.25,0
09-01-14,18.9,20.675,23.775,30.4,1011.4375,1013.0625,75.75,12,3.5,0
10-01-14,12.48571429,16.42857143,21.57142857,30.4,1011.685714,1013.328571,60.14285714,19.71428571,5.428571429,0
11-01-14,7.1125,13.4,19.9,30.4,1012.825,1014.475,45.625,26,7,0
12-01-14,13.51428571,16.34285714,20.22857143,30.4,1013.157143,1014.828571,67.14285714,8,3.142857143,0
13-01-14,18.15,20.025,23.225,30.4,1012.925,1014.625,74,15,4.75,0
14-01-14,18.7375,20.45,23.475,30.4,1011.925,1013.6125,76,15.375,5,0
15-01-14,14.325,17.925,23.05,30.4,1012.7875,1014.4375,61.25,17.5,5,0
16-01-14,13.2875,17.1,22.4,30.4,1012.725,1014.4,58.5,17,4.25,0
17-01-14,15.15,17.475,20.925,30.4,1012.7875,1014.4125,71.125,15.375,4.5,0
18-01-14,9.4875,14.9,21,30.4,1013.325,1014.975,52.5,10.75,5.75,0
19-01-14,14.37142857,17.82857143,22.54285714,30.4,1013.728571,1015.4,61.71428571,7.714285714,3.428571429,0
20-01-14,18.325,20.125,23.225,30.4,1013.8625,1015.525,75.375,9.375,2.75,0
21-01-14,19.8125,21.375,24.2,30.4,1013.6,1015.275,77.75,4.5,0.75,0
22-01-14,19.65714286,21.25714286,24.2,30.4,1012.242857,1013.9,77,13,4.285714286,0
23-01-14,19.9375,21.3,23.875,30.4,1012.4125,1014.0625,79.875,12.375,3.75,0
24-01-14,19.8625,21.25,23.825,30.4,1011.9125,1013.4875,79.625,17,5,0
25-01-14,19.1625,21.25,25.1,30.4,1010.8875,1012.5125,71.375,13.625,5.5,0
26-01-14,18.825,21.625,26.675,30.4,1011.375,1013,64.625,10.375,3.5,0
27-01-14,16.2375,20.2,26.575,30.4,1011.775,1013.425,56,11.375,4.75,0
28-01-14,12.1625,18.35,26.8,30.4,1012.0375,1013.65,42.125,11.375,5,0
29-01-14,11.725,17.4,24.925,30.4,1011.85,1013.525,46.875,13.625,5,0
30-01-14,11.725,17.55,25.375,30.4,1011.8625,1013.5125,45.875,13.625,4.25,0
31-01-14,12.5625,18.225,26.125,30.4,1011.4625,1013.0875,45.25,9.625,4.25,0
01-02-14,13.6875,18.7,25.9,31.1,1011.325,1012.975,50.125,15.75,4.625,0
02-02-14,13.8,18.825,26.225,31.1,1010.8375,1012.3875,48.25,8.5,2.5,0
03-02-14,14.775,19.125,25.725,31.1,1009.925,1011.5375,54.125,12.125,3.75,0
04-02-14,16.65,20.025,25.625,31.1,1008.15,1009.7625,60.25,13.875,5.25,0
05-02-14,17.4125,20.4,25.5,31.1,1007.5125,1009.1375,63.75,14.125,4,0
06-02-14,18.5,20.6,24.325,31.1,1008.075,1009.7125,71.75,16,3.75,0
07-02-14,17.02857143,19.4,23.42857143,31.1,1008.814286,1010.471429,70,9.142857143,3.428571429,0
08-02-14,17.625,19.8,23.475,31.1,1008.8875,1010.55,71,18,5,0
09-02-14,13.9125,17.675,22.725,31.1,1009,1010.6625,60.75,16.375,6.25,0
10-02-14,11.3375,16.075,22,31.1,1009.5625,1011.2,54.5,12.75,3.5,0
11-02-14,14.6375,17.9,22.65,31.1,1008.6875,1010.3375,62.125,18,6,0
12-02-14,12.4625,16.525,21.8,31.1,1007.7375,1009.4,58.625,16.625,5,0
13-02-14,16.1125,19.05,23.725,31.1,1009.1875,1010.825,63.25,13.5,5,0
14-02-14,15.6,18.9,23.8875,31.1,1010.0625,1011.7125,60.875,14.125,3.25,0
15-02-14,15.5875,17.9,21.375,31.1,1009.35,1011.0125,70.5,3.625,4,0
16-02-14,13.625,17.25,22.25,31.1,1010.75,1012.4,61.125,18.625,8.5,0
17-02-14,9.35,16.025,23.925,31.1,1012.2375,1013.9125,42.625,16.5,8,0
18-02-14,11.4625,17.9,25.875,31.1,1011.95,1013.575,45,23.25,9,0
19-02-14,14.7625,19.175,25.75,31.1,1010.475,1012.1,54.25,13,4.25,0
20-02-14,18.0375,20.75,25.425,31.1,1009.7,1011.35,65.5,12.125,3,0
21-02-14,18.8875,21.125,25.1,31.1,1011.3125,1012.9375,69.125,24.5,5.75,0
22-02-14,17.9875,20.375,24.45,31.1,1012.025,1013.7,68.25,19.875,6.5,0
23-02-14,18.2625,20.725,25.05,31.1,1011.05,1012.7,68.375,14.75,5.5,0
24-02-14,20.1125,22.175,26.025,31.1,1010.6,1012.225,72,12.75,5.25,0
25-02-14,21.7875,23.325,26.475,31.1,1010.725,1012.4,76.5,15.5,5,0
26-02-14,21.5125,23.125,26.375,31.1,1010.3375,1012.0125,75.875,18.375,6,0
27-02-14,18.9875,21.55,26.075,31.1,1010.5375,1012.225,55.875,18,6.25,0
28-02-14,14.45,18.76666667,25.1,31.1,1011.366667,1013.033333,51.33333333,29,11,0
01-03-14,10.9375,16.575,23.625,32.6,1011.6125,1013.2625,47,20.625,7.25,0
02-03-14,9.35,15.975,23.825,32.6,1010.9875,1012.65,42,26.875,9,0
03-03-14,12,17.525,24.975,32.6,1009,1010.6875,46,18,8,0
04-03-14,17.2,20.1,24.825,32.6,1010.325,1011.9875,64.125,13.25,6.25,0
05-03-14,18.975,21.4,25.775,32.6,1010.475,1012.175,68.125,6.875,4.75,0
06-03-14,20.1375,22.025,25.625,32.6,1010.3875,1012.05,72.75,14.75,6.5,0
07-03-14,21.3375,22.85,25.75,32.6,1010.675,1012.3375,77.125,16.125,5.75,0
08-03-14,21.275,22.825,25.975,32.6,1011.0375,1012.8,76.375,10.125,4.25,0
09-03-14,19.2625,21.875,26.55,32.6,1010.3875,1012.0375,67.25,17.375,6.75,0
10-03-14,19.7875,21.95,26,32.6,1010.475,1012.1125,70,15.25,5,0
11-03-14,18.8875,21.3,25.5,32.6,1010.775,1012.4375,69.5,16,4,0
12-03-14,19.1375,22.125,27.45,32.6,1010.5,1012.15,63.875,17.125,5.5,0
13-03-14,18.75,22.025,28,32.6,1010.075,1011.725,59.375,13,4.25,0
14-03-14,19.9,22.53333333,27.63333333,32.6,1010.183333,1011.833333,64.16666667,9.333333333,3,0
15-03-14,19.025,22.425,28.825,32.6,1011.3875,1013.05,56.75,16.125,5.5,0
16-03-14,16.6375,21.4,29.075,32.6,1012.225,1013.9,50.25,20.5,6.5,0
17-03-14,15.96666667,21.73333333,31.3,32.6,1011.216667,1012.85,41,16,5.666666667,0
18-03-14,16.6125,21.25,28.8,32.6,1011.075,1012.7125,49.5,27,8.75,0
19-03-14,14.92857143,20.82857143,29.97142857,32.6,1009.585714,1011.171429,43.14285714,13.71428571,5.142857143,0
20-03-14,18.425,22.1,28.7,32.6,1009.2125,1010.8875,54.5,15.875,6.25,0
21-03-14,16.8375,21.1,28.15,32.6,1008.575,1010.2375,53.125,12.5,4,0
22-03-14,20.1875,22.425,26.725,32.6,1007.4625,1009.1375,68.25,23.875,8.25,0
23-03-14,20.8375,22.95,27,32.6,1007.6,1009.275,71.75,16,5.5,0
24-03-14,21.5625,23.475,27.325,32.6,1008.9,1010.55,71.875,15.25,4.5,0
25-03-14,20.3625,23,28.05,32.6,1008.775,1010.4125,65.375,25,7,0
26-03-14,21.2375,23.5,28.125,32.6,1008.025,1009.65,67.375,16.375,3.75,0
27-03-14,22.1625,24.1,28.175,32.6,1008.55,1010.2125,71,22.875,6.75,0
28-03-14,21.1875,23.5,28.125,32.6,1009.85,1011.4875,67.375,12.625,4.5,0
29-03-14,21.55714286,23.91428571,28.8,32.6,1008.442857,1010.085714,66.57142857,28.14285714,7.714285714,0
30-03-14,20.4375,23.575,29.8,32.6,1007.3125,1008.9625,58.625,27,6.5,0
31-03-14,22.0625,24.15,28.5,32.6,1007.725,1009.35,68.75,19.375,7,0
01-04-14,19.88571429,22.42857143,27.08571429,33,1007.542857,1009.185714,67,23.42857143,7.714285714,0
02-04-14,21.925,23.85,27.875,33,1007.6875,1009.1875,71.125,19.875,7.25,0
03-04-14,22.475,24.425,28.6,33,1007.5875,1009.1875,70.875,23.625,7.75,0
04-04-14,20.2625,23.825,30.75,33,1007.175,1008.825,56.25,22.125,6.75,0
05-04-14,23.375,25.275,29.425,33,1007.825,1009.45,70.625,16.875,5,0
06-04-14,23.1125,24.825,28.475,33,1008.85,1010.5,73.75,13.5,3.75,0
07-04-14,23.4875,24.875,27.975,33,1009.6625,1011.3125,76.875,22.125,6.25,0
08-04-14,22.975,24.725,28.5,33,1009.725,1011.3625,72.875,14.75,5.5,0
09-04-14,20.675,23.15,27.85,33,1010.2875,1011.925,66.875,14.75,5.25,0
10-04-14,20.975,23.05,27.125,33,1010.6125,1012.2625,70.75,24.125,7.25,0
11-04-14,21.4375,23.475,27.6,33,1009.75,1011.4125,70.625,14.75,4.5,0
12-04-14,20.95,23,27.075,33,1008.35,1010.025,70.375,11.875,4.25,0
13-04-14,21.25,23.175,26.825,33,1008.5875,1010.225,73,15.75,4.75,0
14-04-14,20.8875,22.95,27.025,33,1009.075,1010.7625,70.5,15.375,5.25,0
15-04-14,21.4375,23.3,27.075,33,1009.7,1011.4,72.25,19.875,5.75,0
16-04-14,22.875,24.475,27.925,33,1008.475,1010.125,74.625,14.75,5.5,0
17-04-14,22.4375,24.325,28.35,33,1007.5,1009.15,70.875,15.75,5.5,0
18-04-14,22.7625,24.675,28.825,33,1009.4625,1011.125,70.25,21.25,6.25,0
19-04-14,22.8125,24.6,28.45,33,1009.1625,1010.8125,72.125,17.75,5.75,0
20-04-14,24.275,25.8,29.325,33,1007.2125,1008.85,75.125,23,6.5,0
21-04-14,22.27142857,25.08571429,30.82857143,33,1006.614286,1008.257143,63.14285714,11,4,0
22-04-14,21.325,24.75,31.725,33,1008.35,1009.9875,55.875,14.75,4,0
23-04-14,22.1125,25.025,32.55,33,1007.3,1008.925,54.875,24.125,7.5,0
24-04-14,22.2875,25.2,31.375,33,1006.5125,1008.1125,60.125,20.375,5.25,0
25-04-14,23.75,25.625,29.9,33,1007.1,1008.725,70.25,20.125,5.75,0
26-04-14,23.2,25.525,30.675,33,1006.375,1008.0125,66.125,16,5.75,0
27-04-14,25.2625,26.625,29.95,33,1007.0125,1008.6375,77.25,22.75,7.75,0
28-04-14,25.325,26.675,30.15,33,1007.1125,1008.75,75.875,20.375,7,0
29-04-14,25.225,26.6,29.975,33,1006.4125,1008.0375,76.25,14.75,4.75,0
30-04-14,24.625,26.35,30.35,33,1007.05,1008.6875,72.75,22.125,7.75,0
01-05-14,24.7875,26.325,30,33.3,1006.375,1008.0125,74.125,15,5,0
02-05-14,24.2125,25.975,30.05,33.3,1006.175,1007.8,71.875,15.875,6.25,0
03-05-14,23.1625,25.475,30.4,33.3,1005.7375,1007.35,68.125,15.375,5.25,0
04-05-14,23.8125,25.725,30.075,33.3,1005.175,1006.8,70.625,14.75,6.75,0
05-05-14,24.1375,26,30.25,33.3,1005.45,1007.05,71.375,20.875,5.5,0
06-05-14,26.025,27.35,30.675,33.3,1005.55,1007.175,77.25,22.75,7.25,0
07-05-14,24.075,26.425,31.45,33.3,1004.6625,1006.2875,67.125,12.25,8,0
08-05-14,24.54285714,26.68571429,31.71428571,33.3,1004.4,1006.028571,67.14285714,14.28571429,4,0
09-05-14,25.275,26.975,31.1,33.3,1003.775,1005.4125,72,14.75,7,0
10-05-14,23.4875,25.675,30.6,33.3,1005.2375,1006.8625,66.375,16.375,7.5,0
11-05-14,22.85,25.2,30.3,33.3,1007.9875,1009.6,65,19.75,8,0
12-05-14,23.3875,25.525,30.3,33.3,1008.3125,1009.9375,67.5,17.5,7.5,0
13-05-14,23.3125,25.425,30.15,33.3,1008.45,1010.05,67.5,18.625,7.5,0
14-05-14,23.0375,25.225,30.075,33.3,1008.2,1009.8375,66.375,19.375,7.5,0
15-05-14,22.825,25.175,30.325,33.3,1007.0375,1008.675,64.75,18.625,8,0
16-05-14,23.5375,25.625,30.35,33.3,1006.575,1008.175,67.25,25.125,6.5,0
17-05-14,24.3875,26.2,30.275,33.3,1007.7375,1009.3375,71.375,20.375,6.5,0
18-05-14,24.875,26.625,30.475,33.3,1007.1375,1008.7375,73.125,17,6,0
19-05-14,25.6375,27.425,31.85,33.3,1005.7625,1007.3625,70.125,19.875,7.25,0
20-05-14,26.2625,27.7,31.375,33.3,1005.7875,1007.3875,74.25,13.75,3.75,0
21-05-14,25.7375,27.225,30.925,33.3,1005.4125,1007.0375,74.5,13.25,4.75,0
22-05-14,24.5,26.275,30.425,33.3,1005.4375,1007.075,71.125,20.875,6.25,0
23-05-14,24.3125,26.125,30.35,33.3,1004.9875,1006.6125,70.875,14.375,5,0
24-05-14,24.475,26.3,30.575,33.3,1004.975,1006.6125,70.75,13.5,6.25,0
25-05-14,24.45,26.275,30.55,33.3,1005.6,1007.2375,70.375,16.875,4.75,0
26-05-14,24.7125,26.5,30.75,33.3,1005.375,1007,70.875,11.375,3.75,0
27-05-14,25.9875,27.425,31.25,33.3,1005.425,1007.0375,74.125,18.375,4.75,0
28-05-14,25.4625,27.125,31.2,33.3,1005.5375,1007.1625,71.875,14.125,4.5,0
29-05-14,25.6,27.275,31.425,33.3,1006.425,1008.075,71.625,19.5,7.25,0
30-05-14,24.9,26.8,31.35,33.3,1006.25,1007.85,68.75,13.5,4.25,0
31-05-14,24.1625,26.2,30.925,33.3,1005.15,1006.775,67.75,10.125,3.75,0
01-06-14,24.3125,26.325,31,32,1004.6625,1006.2625,68.25,18.5,5.5,0
02-06-14,25.4625,27.05,30.95,32,1004.6625,1006.2625,73,22.75,7,0
03-06-14,25.65,27.4,31.75,32,1003.8,1005.4,70.625,24.75,10.25,0
04-06-14,26.05714286,27.37142857,30.88571429,32,1002.585714,1004.185714,76,15.57142857,4.285714286,0.285714286
05-06-14,26.325,27.45,31.175,32,1002.2625,1003.8625,75.875,19.125,6.75,0
06-06-14,26.15,27.675,31.625,32,1002,1003.6,72.75,23.375,10.75,0
07-06-14,25.625,27.35,31.65,32,1001.6,1003.2,70.5,21.625,8.25,0
08-06-14,26.225,27.725,31.575,32,1000.775,1002.375,73.5,15.375,8,0
09-06-14,26.3375,28.025,32.325,32,1000.275,1001.875,71,22.625,16.125,0
10-06-14,25.35,27.575,33.075,32,999.9875,1001.5875,64.25,19,18,0
11-06-14,23.51428571,26.22857143,32.37142857,32,1001.257143,1002.857143,60.42857143,19.71428571,21.42857143,0
12-06-14,24.58571429,26.8,32.08571429,32,1002.171429,1003.771429,65.14285714,19.42857143,16.28571429,0
13-06-14,25.425,26.85,30.325,32,1003.4375,1005.0625,75.75,18.25,10,0.725
14-06-14,25.625,27.075,30.65,32,1003.7125,1005.3125,75,23,11.25,0.7375
15-06-14,25.6375,27.025,30.4,32,1003.3875,1005.025,76.5,22.625,13.5,3.65
16-06-14,25.9,26.85,29.25,32,1001.8,1003.425,82.75,19.5,10.25,3.375
17-06-14,25.675,26.975,30.2,32,1001.825,1003.525,77,22.375,12.75,0.7375
18-06-14,25.125,26.8,30.75,32,1000.475,1002.1,72.375,20.375,13,0.3375
19-06-14,25.9625,27.225,30.375,32,999.625,1001.225,77.5,21.375,13.25,0.525
20-06-14,25.4375,27,30.85,32,1001.2125,1002.825,73,23,16,0
21-06-14,25.5875,27.1,30.9,32,1003.7125,1005.3375,73.375,23.75,18.75,0
22-06-14,25.225,26.9,30.95,32,1005.8875,1007.4875,71.75,23.75,19.5,0
23-06-14,25.45714286,26.97142857,30.68571429,32,1005.971429,1007.728571,73.71428571,23.57142857,17.71428571,0
24-06-14,25.225,26.85,30.8,32,1004.4875,1006.1125,72.625,25.5,13.5,0
25-06-14,25.0875,26.725,30.675,32,1004.5375,1006.175,72.375,25.25,14.5,0.0625
26-06-14,24.825,26.7,30.875,32,1006.125,1007.7625,70.5,27.125,10.75,0
27-06-14,25.05,26.75,30.825,32,1007.275,1008.9,71.625,16.875,6.5,0
28-06-14,24.8125,26.55,30.7,32,1006.5,1008.1125,71.25,19,6,0
29-06-14,24.825,26.65,30.975,32,1005.8625,1007.4875,70.125,22.125,6.75,0
30-06-14,25,26.725,30.875,32,1005.3875,1006.9875,71.125,24.75,8,0
01-07-14,24.9625,26.65,30.7,29.9,1006.4125,1008.05,71.875,24.875,7.75,0.175
02-07-14,24.48571429,25.05714286,26.37142857,29.9,1007.042857,1008.7,89.71428571,11.57142857,4.571428571,21.48571429
03-07-14,24.55,24.875,25.575,29.9,1005.2375,1006.8875,94.125,4.5,1.25,6.25
04-07-14,25.6875,26.325,27.925,29.9,1003.6625,1005.2875,88.25,8,1.5,4.05
05-07-14,25.675,26.85,29.75,29.9,1003.95,1005.55,79.125,13.875,4.75,0
06-07-14,25,26.6,30.3,29.9,1004.9875,1006.5875,73.875,19.25,5.75,0
07-07-14,24.85,25.475,26.925,29.9,1004.9375,1006.5625,88.875,11.375,2.25,8.35
08-07-14,24.975,25.85,27.9,29.9,1004.2,1005.65,84.625,13,3.5,4.6125
09-07-14,25.2625,25.725,26.85,29.9,1003.5625,1005.175,91.125,10.75,3.75,8.975
10-07-14,24.975,25.475,26.65,29.9,1003.5125,1005.1375,90.5,17,9.5,5.1375
11-07-14,24.475,24.85,25.8,29.9,1003.0875,1004.7375,92.625,22.75,10.75,12.825
12-07-14,23.9375,24.3,25.05,29.9,1002.7125,1004.3375,93.375,2.875,1.25,9.5
13-07-14,25.2125,25.575,26.325,29.9,1001.5,1003.1125,93.375,0,0,6.9125
14-07-14,25.4625,26.125,27.7,29.9,1000.825,1002.4375,88.125,17.625,6.75,1.175
15-07-14,24.825,25.075,25.625,29.9,999.6375,1001.275,95.625,4.5,2.25,15.8
16-07-14,25.4875,25.775,26.425,29.9,998.55,1000.1625,94.5,23.75,12.75,34.075
17-07-14,25.5125,26.25,28.05,29.9,999.35,1000.95,86.375,23.25,17.25,9.625
18-07-14,25.75,26.425,28.1,29.9,1000.225,1001.825,87,23.75,14.75,5.35
19-07-14,25.5375,26.65,29.125,29.9,1001.9625,1003.5625,81.125,24.75,14.75,0.3875
20-07-14,25.68571429,26.54285714,28.62857143,29.9,1003.728571,1005.328571,84.28571429,26.42857143,10.85714286,0.728571429
21-07-14,25.2,26.25,28.8,29.9,1003.175,1004.775,81.25,23.875,12.25,0.8875
22-07-14,25.275,26.2,28.45,29.9,1002.225,1003.825,81.875,24.125,10.5,2.325
23-07-14,25.2625,25.95,27.55,29.9,1001.2875,1002.8875,87.25,25.375,7,1.0375
24-07-14,24.87142857,25.85714286,28.82857143,29.9,1002.6,1004.2,79.71428571,26.14285714,11.42857143,0.857142857
25-07-14,25.1625,26.35,29.15,29.9,1004.3625,1005.9625,79.5,25,13.5,0.8875
26-07-14,25.1,26.37142857,29.4,29.9,1005.914286,1007.514286,78.14285714,25.28571429,12.57142857,0
27-07-14,25.175,25.675,26.85,29.9,1006.2375,1007.85,90.5,24,12.5,14.125
28-07-14,25.4,25.775,26.65,29.9,1003.525,1005.125,92.875,23.5,11.75,7.825
29-07-14,25.25,25.775,27.025,29.9,1002.025,1003.625,90,24.5,13.5,8.725
30-07-14,25.4,26.075,27.675,29.9,1001.3375,1002.95,87.625,26.75,10.25,10.025
31-07-14,25.2375,25.525,26.125,29.9,1000.6625,1002.2875,95,19,7.5,15.5
01-08-14,25,25.85,28.0125,29.5,1001.1,1002.7,85,22.625,13.5,12.8875
02-08-14,24.775,25.2875,26.775,29.5,1002.4375,1004.0375,88.75,23.5,11.5,2.575
03-08-14,25.2375,25.925,27.575,29.5,1002.5,1004.1125,87.25,23,11.75,3.2875
04-08-14,25.22,25.76,27.04,29.5,1001.54,1003.14,89.8,23.8,10.4,6.2
05-08-14,24.8625,25.675,27.55,29.5,1002.0625,1003.6625,85.5,24,12.5,0.8875
06-08-14,24.775,25.65,27.375,29.5,1002.8,1004.4125,86.625,22.125,11.5,6.325
07-08-14,24.475,25.35,27.35,29.5,1002.875,1004.475,84.625,25.25,11.75,1.025
08-08-14,24.275,25.375,27.6,29.5,1002.875,1004.475,82.625,17.75,10.75,1.975
09-08-14,24.625,25.5,27.525,29.5,1004.2375,1005.85,84.5,14.875,7,1.8375
10-08-14,25.0875,25.95,27.975,29.5,1005.1125,1006.7125,84.75,21.25,7.5,1.15
11-08-14,24.6,25.8,28.575,29.5,1004.575,1006.175,79.375,23.625,7,0.45
12-08-14,24.5,25.6,28.17142857,29.5,1005.385714,1007,80.71428571,22,8.857142857,0.342857143
13-08-14,24.2625,25.575,28.575,29.5,1006.2125,1007.6875,77.75,24.75,11.25,0
14-08-14,24.6375,25.625,27.925,29.5,1006.35,1007.95,82.375,23.5,10.5,0.225
15-08-14,24.3125,25.35,27.75,29.5,1006.0375,1007.6625,82,24,13.25,0.9
16-08-14,24.2125,25.475,28.375,29.5,1006.4125,1008.0125,78.5,24.75,12,0.5375
17-08-14,24.275,25.625,28.725,29.5,1006.625,1008.225,77,17,5.75,0
18-08-14,24.8,25.7,27.55,29.5,1007.7875,1009.3875,86.125,5.75,2,0.55
19-08-14,24.925,25.825,27.95,29.5,1007.6,1009.2,83.875,17,4.5,0.175
20-08-14,25.4125,26.225,28.175,29.5,1006.05,1007.65,85.25,21,4.75,0.15
21-08-14,25.3,26.15,28.175,29.5,1004.2375,1005.8375,84.75,16,4.25,3.55
22-08-14,25.4625,25.875,26.85,29.5,1003.875,1005.4875,92,0,0,2.175
23-08-14,25.2125,26,27.875,29.5,1004.45,1006.075,86,12.625,3.5,0.0875
24-08-14,25.7125,26.475,28.375,29.5,1004.6125,1006.2125,86,8.5,2,0.3625
25-08-14,24.9625,25.725,27.5,29.5,1005.875,1007.4875,86.375,7.375,2,1.825
26-08-14,24.1125,24.725,26.05,29.5,1006.5,1008.1375,89.125,12,3.25,0.4375
27-08-14,23.6625,24.45,26.1,29.5,1005.0875,1006.7,86,6.25,2.5,1.9625
28-08-14,24.125,24.8,26.325,29.5,1004.325,1006,87.75,3.375,1,0.575
29-08-14,25.275,25.925,27.4,29.5,1002.675,1004.3,88.5,7.375,2.5,0.2625
30-08-14,25.35,26.125,28.075,29.5,1001.2375,1002.8375,85.625,11.375,4.25,1.0375
31-08-14,25.1875,25.475,26.1,29.5,999.55,1001.175,94.875,14.125,8,11.925
01-09-14,24.2875,24.725,25.625,30.2,997.825,1000.1375,92.25,23.125,10.5,9.0875
02-09-14,25.06666667,25.53333333,26.63333333,30.2,999.9,1001.533333,91,19.83333333,11.66666667,4.9
03-09-14,25.375,26.125,27.925,30.2,1001.8125,1003.4125,85.875,20.375,13,2.3375
04-09-14,25.0125,25.925,28.1,30.2,1003.225,1004.825,83.875,23,12.75,2.375
05-09-14,25.2,25.6,26.6,30.2,1004.375,1005.975,92.5,18.25,6,2.5375
06-09-14,25.1875,26.2,28.45,30.2,1005.15,1006.75,83.125,20.875,6.5,0.075
07-09-14,24.5875,25.825,28.7,30.2,1005.175,1006.775,78.875,18,7.5,0
08-09-14,24.4875,25.525,27.85,30.2,1005.0125,1006.6125,82.25,27.5,8.5,0.9125
09-09-14,24.8,25.6,27.425,30.2,1005.7625,1007.3625,85.625,23.625,8.25,0.65
10-09-14,24.6625,25.575,27.65,30.2,1005.7875,1007.4,84.375,24.5,8.5,1.25
11-09-14,24.7,25.75,28.125,30.2,1006.9625,1008.575,82.5,23.125,7,0.0125
12-09-14,24.65,25.7,28.125,30.2,1007.7,1009.425,81.875,15,6.25,0.025
13-09-14,24.075,25.375,28.3,30.2,1007.2,1008.8,78.375,13.5,4.25,0.05
14-09-14,24.275,25.55,28.45,30.2,1006.75,1008.3875,78.875,15.75,4.5,0
15-09-14,24.1,25.35,28.175,30.2,1006.2375,1007.8375,79.5,9.625,3.5,0
16-09-14,23.975,25.225,28.075,30.2,1005.45,1007.075,79,11.375,4,0
17-09-14,24.1,25.225,27.775,30.2,1005.2,1006.8,81,6.75,2.5,0.625
18-09-14,24.525,25.35,27.225,30.2,1006.6375,1008.2375,85.375,7.375,2,0.0875
19-09-14,24.4,25.2,26.85714286,30.2,1007.514286,1009.142857,87.14285714,7.142857143,2.285714286,0.285714286
20-09-14,23.6375,24.975,27.875,30.2,1006.45,1008.0625,78.75,11.25,2.25,0
21-09-14,23.9875,24.95,27.15,30.2,1007,1008.6375,83.625,6.75,1.75,1.55
22-09-14,23.95,25.1,27.65,30.2,1008.175,1009.825,80.875,11.375,2.75,0.7875
23-09-14,24.025,25.175,27.8,30.2,1008.1875,1009.7875,80.375,15.875,4,0.375
24-09-14,24.2875,25.5,28.325,30.2,1008.175,1009.8,79.25,11.375,3,0
